Район_OSM,Населенный_пункт_OSM,place,lat_np,lon_np,population_osm,np_clean,osm_id
,Новое Мочалкино,village,55.9175129,51.2476173,,новое мочалкино,way/72747614
Альметьевский район,Новое Надырово,village,54.8926634,52.4689782,,новое надырово,way/37953129
,Новое Пальчиково,hamlet,55.2040937,51.833945,,новое пальчиково,way/61509459
,Новое Патрикеево,hamlet,55.4676492,48.5204151,,новое патрикеево,way/1142028263
,Новое Русское Маматкозино,hamlet,55.5623794,48.8469305,,новое русское маматкозино,relation/19701434
Муслюмовский район,Новое Саитово,hamlet,55.4030139,53.5256089,,новое саитово,node/606146641
,Новое Саклово,hamlet,55.4805015,52.9072159,,новое саклово,way/321462333
,Новое Сафарово,hamlet,55.2372574,53.5234136,,новое сафарово,way/191684193
,Новое Сережкино,village,54.5636326,51.7201679,391,новое сережкино,node/779202476
,Новое Сляково,hamlet,56.0984903,53.4565372,,новое сляково,way/118968439
,Новое Сумароково,village,54.6520758,53.0225026,,новое сумароково,way/60320292
Альметьевский район,Новое Суркино,village,54.7201028,52.24601,,новое суркино,way/61228278
Аксубаевский район,Новое Тимошкино,village,54.7780195,50.9930433,545,новое тимошкино,way/295139540
Аксубаевский район,Новое Узеево,village,54.7084773,50.9196373,,новое узеево,way/295235783
Дрожжановский район,Новое Чекурское,hamlet,54.5617881,47.4803562,,новое чекурское,node/761915818
,Новое Чурилино,village,56.148292,50.243987,,новое чурилино,node/762182051
,Новое Шигалеево,village,55.7857113,49.4834931,,новое шигалеево,relation/19208676
,Новое Шугурово,hamlet,54.5094817,52.1012126,,новое шугурово,way/173330590
Алькеевский район,Новое Ямкино,hamlet,54.7169214,50.2116178,,новое ямкино,node/847765720
,Новозареченск,village,54.1674732,53.4231116,,новозареченск,relation/2616964
,Новомордово,locality,55.0340581,49.1775966,,новомордово,node/8564257520
Зеленодольский район,Новониколаевский,village,55.89617,48.9636567,,новониколаевский,way/75918940
Альметьевский район,Новоникольск,village,55.0512962,52.3438028,,новоникольск,way/73269429
,Новоникольский,hamlet,56.2590601,52.8075609,,новоникольский,way/118968362
Пестречинский район,Новоникольское,hamlet,55.6569383,49.7525351,,новоникольское,node/806508226
,Новопольский,village,55.8750969,48.7666433,,новопольский,way/58281854
Новошешминский район,Новопоселенная Лебедка,hamlet,54.9767934,51.3858896,,новопоселенная лебедка,node/852725958
,Новопоселенное Ишеево,hamlet,55.1513476,48.6358899,,новопоселенное ишеево,way/242555316
,Новоселки,village,54.7381592,48.1736835,,новоселки,way/121529688
,Новоселок,hamlet,55.822424,49.9485747,,новоселок,way/121240466
Заинский район,Новоспасск,village,55.1437758,52.2094547,,новоспасск,way/61571059
,Новотроицкое,village,55.6115803,52.3979794,,новотроицкое,way/43617532
Лениногорский район,Новочершилинский,village,54.6400479,52.3864035,,новочершилинский,way/61228254
Зеленодольский район,Новочувашский,village,55.8638206,48.7077886,,новочувашский,relation/18872925
,Новошешминск,town,55.0661549,51.2419724,,новошешминск,way/123250703
,Новые Бавлы,hamlet,54.3719518,53.3790599,,новые бавлы,way/60415131
,Новые Бизяки,hamlet,56.2166486,52.7441317,,новые бизяки,relation/8081876
Высокогорский район,Новые Бирюли,hamlet,55.9866811,49.4936463,,новые бирюли,node/825446431
Тукаевский район,Новые Ерыклы,hamlet,55.5573977,52.1340357,,новые ерыклы,way/43513621
Тюлячинский район,Новые Зюри,hamlet,55.8843297,50.3276215,,новые зюри,node/802098229
Дрожжановский район,Новые Ишли,village,54.7966056,47.5565211,,новые ишли,relation/3736518
Дрожжановский район,Новые Какерли,hamlet,54.8193971,47.5906975,,новые какерли,way/233616906
,Новые Карамалы,hamlet,55.2738653,53.540704,,новые карамалы,node/781494492
Аксубаевский район,Новые Киязлы,hamlet,54.7506471,51.0970905,124,новые киязлы,way/295145077
,Новые Кутуши,hamlet,54.7062156,51.1569803,,новые кутуши,way/350585666
,Новые Мертли,hamlet,54.815456,48.1989591,,новые мертли,node/795825000
,Новые Поляны,hamlet,55.403309,48.56604,,новые поляны,node/761036562
,Новые Салманы,village,54.9580948,49.7722744,,новые салманы,way/363282311
,Новые Сарайлы,hamlet,55.6951365,52.5851114,,новые сарайлы,way/61326259
Буинский район,Новые Тинчали,village,54.8169171,47.9900366,,новые тинчали,node/336524939
Алькеевский район,Новые Ургагары,village,54.9005151,50.0315003,,новые ургагары,relation/18319003
,Новые Усы,village,55.2721668,53.3571191,,новые усы,way/191684196
Алькеевский район,Новые Челны,village,54.9499401,50.0217657,,новые челны,node/847762160
,Новые Чечкабы,village,55.0718408,48.134285,,новые чечкабы,way/186995831
Дрожжановский район,Новые Чукалы,village,54.6413277,47.6260079,,новые чукалы,node/336525021
,Новые Чути,village,54.070521,53.33373,,новые чути,way/60320162
,Новые Шаши,village,56.3637256,49.4646864,,новые шаши,way/121536359
Дрожжановский район,Новые Шигали,hamlet,54.8012159,47.6986377,,новые шигали,relation/3736519
Тукаевский район,Новый,village,55.7050504,52.6557514,,новый,node/593611063
,Новый Арыш,village,55.6528812,50.3002799,,новый арыш,way/121853921
,Новый Ашит,hamlet,56.4210347,49.798032,,новый ашит,way/204203240
Тукаевский район,Новый Байлар,hamlet,55.774341,52.7815804,,новый байлар,node/593611504
Алькеевский район,Новый Баллыкуль,village,54.9268458,49.8361729,,новый баллыкуль,node/838741632
,Новый Закамский,hamlet,55.5490315,51.5410902,,новый закамский,way/71933627
,Новый Имян,hamlet,55.1200436,52.4461166,,новый имян,way/190897665
,Новый Иркеняш,hamlet,55.463914,53.2261454,,новый иркеняш,node/608614804
,Новый Иштеряк,village,54.4979706,52.0224638,,новый иштеряк,way/338465666
Актанышский район,Новый Кадермет,hamlet,55.552549,53.9032209,,новый кадермет,node/606106501
,Новый Каенсар,hamlet,56.0717986,50.9807038,,новый каенсар,way/236508306
,Новый Каразерик,hamlet,54.7876565,53.5991733,,новый каразерик,node/783928814
,Новый Кзыл-Яр,hamlet,56.3578433,52.8469062,,новый кзыл-яр,relation/8081609
,Новый Кинер,village,56.3976553,49.7081343,,новый кинер,relation/9684413
Арский район,Новый Кишит,village,56.2606162,49.6703484,,новый кишит,node/762219246
,Новый Кокшан,village,56.060328,52.2149627,,новый кокшан,way/62313591
,Новый Кумазан,village,55.8565673,51.3643044,,новый кумазан,relation/1128880
,Новый Кумор,hamlet,56.1069792,50.6395938,,новый кумор,way/284942652
,Новый Кырлай,village,56.2703913,49.7929067,,новый кырлай,way/191128020
,Новый Мелькен,village,55.6951945,53.2966852,,новый мелькен,way/379512192
Сармановский район,Новый Мензелябаш,village,55.0375955,52.7044318,,новый мензелябаш,way/37956613
,Новый Мичан,village,56.0411283,50.2703077,,новый мичан,node/805047972
Тукаевский район,Новый Мусабай,village,55.5567885,52.2225148,,новый мусабай,way/43513648
Заинский район,Новый Налим,hamlet,55.2832722,52.1499998,,новый налим,way/61571055
Высокогорский район,Новый Посёлок,hamlet,55.9060612,49.2786247,,новый поселок,node/825452160
,Новый Салтан,hamlet,55.6033665,50.017905,,новый салтан,way/123003724
,Новый Сардек,village,56.3777246,50.6013408,,новый сардек,way/284802377
,Новый Студенец,village,54.8846233,48.2444067,,новый студенец,way/121529682
,Новый Такерман,hamlet,55.5294735,52.8886432,,новый такерман,node/593610691
Аксубаевский район,Новый Татарский Адам,hamlet,55.0130771,50.6415525,,новый татарский адам,relation/7349877
Заинский район,Новый Токмак,hamlet,55.401033,52.0355456,,новый токмак,way/61349703
Дрожжановский район,Новый Убей,village,54.7755371,47.7822004,,новый убей,relation/18280561
,Новый Узюм,hamlet,56.3656281,49.5489841,,новый узюм,way/121804510
,Новый Утямыш,hamlet,54.4239229,51.9250491,,новый утямыш,node/779202560
,Новый Черкас,hamlet,55.9065058,51.4584911,,новый черкас,way/72747449
Аксубаевский район,Новый Чувашский Адам,village,54.9845159,50.5739728,378,новый чувашский адам,way/290538089
,Новый Шимбер,hamlet,56.2748178,49.2654539,,новый шимбер,way/121804503
,Новый Яваш,village,56.2551368,49.794277,,новый яваш,way/191128021
Альметьевский район,Нолинка,village,54.9757327,52.2193008,,нолинка,way/118262810
Балтасинский район,Норма,village,56.3349065,50.2688748,,норма,relation/18336304
,Нормабаш,hamlet,56.2730629,50.3330952,,нормабаш,way/772107086
,Носово,locality,55.6219256,50.281163,,носово,node/806288453
,Нуринер,village,56.5303438,50.4653686,,нуринер,node/793966497
Нурлатский район,Нурлат,town,54.4241877,50.8080844,33102,нурлат,relation/2586928
,Нурлаты,village,55.615166,48.2922561,,нурлаты,relation/19218601
,Нурма,hamlet,55.7225146,51.0902337,,нурма,way/72459790
Кукморский район,Нурмабаш,hamlet,56.2113969,50.6869966,,нурмабаш,way/769627491
,Нурминка,hamlet,56.1976861,50.9720396,87,нурминка,way/398797361
,Нурминское лесничество,hamlet,55.781404,51.0561206,,нурминское лесничество,node/798227061
,Нуртяк,hamlet,56.3397576,49.3440029,,нуртяк,way/121804536
,Нуса,village,56.4265076,49.9193748,,нуса,way/204203247
,Нырсовары,hamlet,55.7736695,50.1373033,,нырсовары,way/121240482
,Ныртинского совхоза,village,55.939053,50.8275785,,ныртинского совхоза,way/274105446
,Нырья,village,56.199503,50.5832412,,нырья,node/796778738
,Образцовый,locality,54.7893209,50.860834,,образцовый,node/856697186
,Обухово,village,55.6251068,49.4538484,,обухово,relation/19205218
,"Овражная сеть ""Стрелки""",locality,55.609201,50.5480599,,овражная сеть стрелки,node/6056549770
,Ожбуй,hamlet,55.9458137,53.2864307,,ожбуй,way/119286547
,Озёрный,village,55.9313755,49.0674042,,озерный,relation/19950902
,Городок,hamlet,55.2892635,49.9230599,,ок,way/69308946
,Околоток-Янгасала,village,55.5713956,50.6444305,,околоток-янгасала,way/123003752
Нурлатский район,Октябрина,hamlet,54.5346208,50.3753718,,октябрина,node/850907188
,Октябрино,hamlet,56.0143999,50.8934945,,октябрино,way/236507259
,Октябрь,village,55.3304908,53.6178021,,октябрь,relation/18279657
,Октябрь-Буляк,hamlet,55.5328221,52.5110355,,октябрь-буляк,way/190862032
,Октябрьский,village,55.6783938,48.8733512,,октябрьский,relation/19701432
,Оленьи рога,locality,55.7684944,51.8643021,,оленьи рога,node/10766198687
,Олуяз,village,55.9105278,51.149078,,олуяз,way/72608525
,Ольгино,hamlet,55.3151716,53.3475529,,ольгино,way/191684197
,Омарский Починок,hamlet,55.5504867,51.2086434,,омарский починок,way/71933591
,Омары,village,55.537126,51.1834927,,омары,way/71933628
,Онбия,hamlet,55.1648049,51.9457156,,онбия,way/61509454
,Опушка,village,55.767139,52.3348145,,опушка,relation/19212038
,Орёл,village,55.5904316,49.0696293,,орел,relation/19205414
,Ореховка,village,55.8566094,48.818139,,ореховка,node/722795443
,Орлова гора,locality,54.8874201,52.0970258,,орлова гора,node/10755687517
,Орловка,locality,55.8608028,49.4852328,,орловка,node/9216153795
,Осинники,village,55.4708482,48.8927338,,осинники,way/58478286
,Осиновка,hamlet,55.3837952,53.4777937,,осиновка,way/191050288
,Осиново,village,55.8820364,48.8827957,,осиново,relation/19208889
,Осиновый колок,locality,55.8316679,52.4444818,,осиновый колок,node/12438339546
,Останково,hamlet,55.5037436,52.6901289,,останково,way/190723025
,Островка,hamlet,55.1878229,53.3736232,,островка,way/191684199
Пестречинский район,Отар-Дубровка,village,55.6864205,50.0296547,,отар-дубровка,node/710137105
Мамадышский район,Отарка,village,55.6270628,51.4436003,,отарка,way/71825005
,Отарное,locality,55.5020704,50.9748733,,отарное,node/854444720
Спасский район,Отрада,hamlet,54.853032,49.3586111,,отрада,way/68734821
,Оша,hamlet,55.2987816,51.522531,,оша,way/181691137
,Ошняк,hamlet,55.0997966,50.1368949,,ошняк,way/70174943
,Ошняк-Качкалак,hamlet,55.5463387,50.0213691,,ошняк-качкалак,way/123003712
,Ошторма Юмья,village,56.1280359,50.7340424,,ошторма юмья,way/284942653
Черемшанский район,Павловка,hamlet,54.7255243,51.7668227,,павловка,node/852994908
Лаишевский район,Пальцовка,hamlet,55.5378099,49.4130252,,пальцовка,node/760367507
Тюлячинский район,Пановая Гора,hamlet,55.8242012,50.2714252,,пановая гора,node/801852976
,Пановка,village,55.8262686,49.9423953,,пановка,way/121240463
,Паново,hamlet,55.5345484,48.2231694,,паново,node/752196775
,Патрикеево,hamlet,55.464325,48.5771124,,патрикеево,way/1142010905
,Пелево,village,55.560749,49.6132246,,пелево,relation/19205374
,Пелемеш,village,56.026619,53.2922686,,пелемеш,way/119286536
,Первое Мая,hamlet,55.7305903,49.4649139,,первое мая,relation/19205868
Нурлатский район,Первой бригады совхоза,hamlet,54.5912537,50.5185374,,первой бригады совхоза,node/850884615
,Первомайка,locality,55.8326591,52.3343718,,первомайка,node/11360549607
,Первомайский,hamlet,55.315327,51.419369,,первомайский,node/779172052
,Пермяки,village,55.8714257,49.3864203,1000,пермяки,way/122961192
Заинский район,Перцовка,hamlet,55.3049308,51.9486349,,перцовка,way/61509444
Пестречинский район,Пестрецы,town,55.7542969,49.6511837,7300,пестрецы,relation/19205489
Лаишевский район,Песчаные Ковали,village,55.6285933,49.1431191,,песчаные ковали,node/703114811
,Песчаные Ямки,locality,55.7118335,52.1368647,,песчаные ямки,node/11456475965
Альметьевский район,Петровка,village,54.9890372,52.1962301,,петровка,way/73269524
,Петрово,hamlet,55.9000991,49.732546,,петрово,way/121240483
,Петровский,hamlet,55.8060024,50.3361257,,петровский,way/98978158
Сармановский район,Петровский Завод,village,55.3184164,52.4945902,,петровский завод,way/190723026
,Петропавловка,hamlet,54.5031858,52.3429873,,петропавловка,way/88107759
,Петропавловская Слобода,village,55.7671343,48.6899523,,петропавловская слобода,way/132311098
Верхнеуслонский район,Печищи,village,55.77611,48.9500554,,печищи,way/173476737
Лаишевский район,Пиголи,hamlet,55.5646161,49.1803626,,пиголи,node/760314076
,Пижмар,village,56.5926803,50.36426,,пижмар,node/793984092
,Пимери,village,55.7758092,49.8498872,,пимери,way/121240460
Аксубаевский район,Пионер,hamlet,54.6687973,50.7206087,,пионер,way/290557901
,Пичментау,hamlet,56.3628833,49.6294078,,пичментау,way/204203230
,Пищемар,hamlet,54.741648,48.7345876,,пищемар,node/787130576
,Плаксиха,hamlet,56.045763,51.3349059,,плаксиха,way/279973292
Арский район,Платоновка,hamlet,55.971498,49.9269822,,платоновка,node/762139479
,Плетени,hamlet,55.3403667,48.054682,,плетени,way/206200407
,Победа,village,54.67219,52.6652781,,победа,way/88028398
Бугульминский район,Подгорный,village,54.6350004,52.9021056,,подгорный,way/88028445
Мензелинский район,Подгорный Байлар,village,55.7463276,52.9937054,,подгорный байлар,node/593611665
,Подгорный Дрюш,hamlet,55.500237,52.5502281,,подгорный дрюш,way/190723488
,Подгорный Такермен,village,55.6648246,52.7222279,,подгорный такермен,way/190582952
,Подлесная Шентала,village,55.1110386,50.3467853,,подлесная шентала,way/70174962
Лениногорский район,Подлесный,village,54.5867028,52.5102154,,подлесный,way/59181868
,Подлесный Утямыш,village,54.6096108,51.7259941,,подлесный утямыш,way/370143793
Спасский район,Подлесный Юрткуль,hamlet,54.7747035,49.4945953,,подлесный юрткуль,way/68734855
,Подстанция,locality,55.8754718,48.90778,,подстанция,node/11902285847
,Подъяковлево,locality,55.7214708,51.5518487,,подъяковлево,node/11065789338
,Поисево,village,55.5374622,53.4929688,,поисево,relation/2577567
,Пойкино,village,55.9832461,51.3111945,,пойкино,way/72747331
,Покровка,hamlet,55.7473736,48.8095581,,покровка,relation/9684465
,Покровский,hamlet,54.257642,53.3431274,,покровский,way/60320288
,Покровский Урустамак,village,54.2560847,53.3836558,,покровский урустамак,way/60320334
,Покровское,village,55.7050296,51.7181037,,покровское,way/71436594
,Полаина Гора,locality,55.7938147,52.58062,,полаина гора,node/11042175986
,Полевая Буа,village,55.309873,47.842868,,полевая буа,way/118264898
,Полянка,village,55.4687093,50.109476,,полянка,relation/9705542
,Полянки,village,54.8270108,48.9927363,,полянки,way/68734808
,Поляны,locality,56.1019534,53.1904203,,поляны,way/584630200
Аксубаевский район,Пономаревка,hamlet,54.6447099,50.7528042,,пономаревка,way/502727008
,Поповка,village,54.1884797,53.2472932,,поповка,way/60320270
Балтасинский район,Пор-Кутеш,hamlet,56.4601403,50.2747541,,пор-кутеш,node/794056907
Заинский район,Поручиково,village,55.2443903,51.9697757,,поручиково,way/61349706
,Порфировка,locality,54.8897468,49.1938949,,порфировка,node/7650567260
,Поршур,hamlet,56.2952332,50.4824893,,поршур,way/284812216
,Поспелово,village,55.7727076,52.2217888,,поспелово,way/61326242
Кукморский район,Постников Починок,hamlet,56.0625697,51.2150856,,постников починок,way/264168485
,Потаниха,hamlet,56.2129843,49.1879926,,потаниха,way/102264963
,Потапово-Тумбарла,village,54.3609171,53.1728547,,потапово-тумбарла,way/369843227
,Поташная Поляна,hamlet,54.9669507,52.345242,,поташная поляна,way/73269446
,Починок Кучук,village,56.0787706,50.8738285,,починок кучук,way/285214036
,Починок Сосна,hamlet,56.4670635,50.1274686,,починок сосна,node/794050664
,Починок Сутер,village,56.0671275,51.026088,,починок сутер,way/263989017
,Починок-Енаево,village,55.1953802,48.4686399,,починок-енаево,relation/19218482
,Починок-Ново-Льяшево,village,54.7811775,48.521204,,починок-ново-льяшево,way/248791430
,Починок-Поник,hamlet,56.2149408,50.2341753,,починок-поник,way/769428036
Кукморский район,Починок-Шемордан,hamlet,56.2193945,50.4770099,,починок-шемордан,way/357599461
,Прибой,hamlet,55.646231,48.3904985,,прибой,way/230401639
Спасский район,Приволжский,village,54.9765067,49.0852437,,приволжский,way/68094976
,Приозёрная,hamlet,54.9530932,50.2705198,,приозерная,way/70262137
,пристань Ямалы,locality,55.8440806,53.7413234,,пристань ямалы,node/13827565675
,Приют-Шуран,hamlet,55.441019,53.1575763,,приют-шуран,way/191552284
,Пробуждение,hamlet,55.6874913,51.7968651,,пробуждение,way/118261144
,Прогресс,village,54.5599152,52.7734322,,прогресс,way/88028525
,Прокошево,locality,55.9397311,53.1574023,,прокошево,node/6544452347
,Пролей-Каша,village,54.8061383,48.7834221,,пролей-каша,way/57364989
,Прости,village,55.6559815,51.966982,,прости,way/43378549
Новошешминский район,Простые Челны,village,55.1310706,51.0375887,,простые челны,node/337839123
,Протопоповка,hamlet,55.772425,48.5211635,,протопоповка,way/95194730
Буинский район,Протопопово,hamlet,54.9378407,48.0339818,,протопопово,node/795375030
,Псеево,village,55.9695908,52.5165957,,псеево,way/62313605
,Псяк,village,56.1371654,50.9495577,,псяк,way/236508817
,Пукаль,hamlet,56.1282482,50.4085779,,пукаль,way/776412388
,Пукшинерь,village,56.6471235,50.3065174,,пукшинерь,way/457487303
,Пускань,hamlet,56.3046554,50.3211026,,пускань,node/794081742
Заинский район,Пуст-Ашит,village,55.4293473,52.230559,,пуст-ашит,way/61165498
Верхнеуслонский район,Пустые Моркваши,hamlet,55.7798996,48.7894815,,пустые моркваши,node/703197626
Заинский район,Пустынка,village,55.180025,52.0389823,,пустынка,way/345039943
,Пчеловод,hamlet,56.2391819,50.4270905,,пчеловод,way/284812217
Арский район,Пшенгер,village,56.4140015,49.9843171,,пшенгер,node/762077279
,Пятидворка,hamlet,55.7631241,48.8050977,,пятидворка,way/308285820
,Рагозино,village,55.535956,51.2512581,,рагозино,way/71933619
,Райково,hamlet,55.7835617,50.1082398,,райково,way/121240464
,Райлан,village,54.367312,52.9781094,,райлан,way/88107576
Буинский район,Раково,village,54.7437792,48.2308881,362,раково,node/795825674
,Рангазар,village,55.2184968,52.7566029,,рангазар,way/204389214
,Рантамак,village,55.2038324,52.8829143,,рантамак,way/191556421
,Рахматова Поляна,hamlet,55.6233816,50.96588,,рахматова поляна,way/71586461
,Редкая Береза,hamlet,54.5681469,51.1013261,,редкая береза,way/370134749
Зеленодольский район,Ремплер,village,55.8691002,48.9298973,,ремплер,relation/2898931
,Репьевка,hamlet,55.5047402,47.9943189,,репьевка,way/192920554
,Речное,village,55.3656285,50.2736764,,речное,way/69413491
,Ржавец,hamlet,54.9927016,49.1582617,,ржавец,way/68734803
,Родники,village,55.1357111,50.2531392,,родники,relation/1104540
,Рождественка,hamlet,54.9213644,51.9427429,,рождественка,way/73269248
,Рождествено,village,55.429676,49.3342835,,рождествено,way/59606024
Альметьевский район,Рокашево,village,55.1151655,51.5389114,,рокашево,way/73076809
,Ромодан,village,55.0656235,49.9872889,,ромодан,relation/1105427
,Ростовка,hamlet,54.6993099,53.0568408,,ростовка,way/204800019
Буинский район,Рунга,village,54.9528584,48.1562254,892,рунга,node/795367188
,Русаковского лесничества,hamlet,55.3621123,48.2784909,,русаковского лесничества,way/1144383727
Аксубаевский район,Русская Киреметь,village,54.8894806,50.7017219,,русская киреметь,way/503405454
,Русская Майна,locality,55.0909191,50.46278,,русская майна,node/4362690935
,Русская Менча,hamlet,54.542524,50.6840337,,русская менча,way/360816101
,Русская Мушуга,hamlet,55.4446777,53.4416114,,русская мушуга,way/191050289
Новошешминский район,Русская Чебоксарка,village,55.0577006,50.9289906,,русская чебоксарка,way/296088544
,Русская Шаршада,hamlet,56.2315168,52.9317051,,русская шаршада,way/118699922
,Русские Кирмени,hamlet,55.6389758,51.1933226,,русские кирмени,way/71933618
,Русские Кищаки,village,54.8425277,48.4566378,,русские кищаки,way/106605512
,Русские Наратлы,hamlet,55.5122016,48.3515538,,русские наратлы,way/128511200
,Русские Саралы,village,55.366669,49.2887621,,русские саралы,way/57358440
,Русские Сарсазы,hamlet,55.4044,51.035889,,русские сарсазы,node/826511604
Алькеевский район,Русские Шибаши,village,54.6547775,49.8753618,,русские шибаши,node/847666960
Зеленодольский район,Русские Ширданы,hamlet,55.7782848,48.4577888,,русские ширданы,node/1102490597
Альметьевский район,Русский Акташ,village,55.0397721,52.1195018,,русский акташ,way/37956616
,Русский Елтан,locality,55.1291774,50.814887,,русский елтан,node/2677840692
,Русский Индырчи,hamlet,55.2989127,48.5458224,,русский индырчи,node/761244180
Мензелинский район,Русский Каран,hamlet,55.5298143,53.127999,,русский каран,node/593610829
,Русский Ошняк,village,55.473034,50.0303256,,русский ошняк,way/123003747
Мамадышский район,Русский Пакшин,hamlet,55.6122537,51.3250226,,русский пакшин,way/71933615
,Русский Сарсаз,hamlet,56.0276574,52.523274,,русский сарсаз,way/62313601
Нурлатский район,Русский Тимерлек,hamlet,54.6558023,50.249617,,русский тимерлек,node/852368053
Высокогорский район,Русский Урмат,hamlet,56.0124238,49.6570753,,русский урмат,way/345701666
,Русский Шуган,village,55.1971034,53.1973129,,русский шуган,way/111796877
,Русско-Марийские Ковали,village,56.0137946,48.9819864,,русско-марийские ковали,way/123258607
,Русско-Татарская Айша,hamlet,56.0850393,49.3682795,,русско-татарская айша,relation/19208823
,Русское Азелеево,village,55.5103057,48.2911884,,русское азелеево,way/120382211
,Русское Богдашкино,village,54.6038329,50.9001517,,русское богдашкино,way/295191076
,Русское Бурнашево,village,55.668775,48.7098697,,русское бурнашево,way/132318944
,Русское Исламово,hamlet,55.6437662,48.2293514,,русское исламово,node/752414202
,Русское Макулово,village,55.5960621,48.7146302,,русское макулово,way/231074562
,Русское Мордово,hamlet,55.5806122,50.6332404,,русское мордово,node/806278610
,Русское Сиренькино,hamlet,54.9220543,51.6642637,,русское сиренькино,way/73076804
,Русское Танаево,hamlet,55.5303368,48.1926637,,русское танаево,way/305297966
Алькеевский район,Русское Тюгульбаево,hamlet,54.8124681,49.6559103,,русское тюгульбаево,node/838737073
,Русское Ходяшево,hamlet,55.8101367,49.8103299,,русское ходяшево,way/121240495
Рыбно-Слободский район,Рыбная Слобода,town,55.4650039,50.137151,,рыбная слобода,relation/9705543
,Рязаново,locality,55.6505612,48.3401444,,рязаново,relation/20768464
,Сабабаш,hamlet,56.0327378,50.605908,,сабабаш,way/791212166
Сабинский район,Сабай,hamlet,55.9934417,50.3003485,,сабай,node/805041909
,Сабакаево,hamlet,55.4376814,49.9071434,,сабакаево,way/123003727
,Сабакайка,hamlet,55.2425202,50.0231815,,сабакайка,way/69413446
,Сабанче,hamlet,54.9191125,52.0889152,,сабанче,way/73269653
,Сабанчино,hamlet,56.2233844,50.5822071,,сабанчино,relation/3779177
Заинский район,Савалеево,village,55.1032636,52.0245345,,савалеево,way/61349702
Аксубаевский район,Савгачево,village,54.998328,50.7743129,724,савгачево,way/290539475
,Савино,hamlet,55.7160318,48.7183122,,савино,way/131760416
,Савинский,hamlet,55.0276402,50.0278019,,савинский,way/69413494
Лениногорский район,Савочкино,hamlet,54.5437392,52.3891662,,савочкино,way/61228266
Аксубаевский район,Савруши,village,55.026084,50.6989486,115,савруши,way/295776234
Алькеевский район,Садиково,hamlet,54.7687305,50.1005583,,садиково,node/847760427
,Садилово,village,56.0386185,49.3498189,,садилово,way/168951168
,Садовод,hamlet,54.8974458,48.8226188,,садовод,way/1059372270
,Садовый,village,55.9062999,48.7504014,,садовый,relation/19208945
Кукморский район,Саз-Тамак,hamlet,56.2073096,50.7675057,,саз-тамак,way/769650399
,Сазбуе,locality,54.7958183,52.2409527,,сазбуе,node/10769442840
,Саитово,hamlet,55.5851944,52.7162024,,саитово,way/190583321
Сармановский район,Саклов-Баш,village,55.3794676,52.8814876,,саклов-баш,way/321462334
,Саклово,hamlet,56.0539464,53.0712489,,саклово,relation/8256291
,Саконы,village,55.3734835,50.2058787,,саконы,way/69413441
,Сала-Кушкет,hamlet,56.4356622,50.2429967,,сала-кушкет,node/794053097
,Салауз-Мухан,village,55.2735359,53.2576712,,салауз-мухан,node/781494510
,Салауши,village,55.9929802,52.8860672,,салауши,way/118968426
Нурлатский район,Салдакаево,village,54.5356167,50.5787905,485,салдакаево,node/850799497
,Салих-Тукай,hamlet,55.5452873,52.5073013,,салих-тукай,way/190862033
,Салихово,village,54.1019315,53.2996113,,салихово,way/60320271
,Салкын Чишма,hamlet,54.9689362,52.6913109,,салкын чишма,way/73269015
Ютазинский район,Салкын-Чишма,hamlet,54.643982,53.252456,,салкын-чишма,way/61228271
,Салмановка,hamlet,54.7945402,48.5321206,,салмановка,way/106477686
Алькеевский район,Салманы,village,54.968352,49.777808,,салманы,node/838741635
,Салтыганово,village,55.4584158,48.1110419,,салтыганово,way/215183247
,Салтык-Ерыкла,hamlet,56.1039791,51.0920526,,салтык-ерыкла,way/264168488
,Салтыковка,hamlet,55.8392975,52.2477045,,салтыковка,way/62313585
,Самарканд,hamlet,54.7959131,52.0118901,,самарканд,way/73268968
,Самарцево,hamlet,55.3657534,51.8527361,,самарцево,way/61571049
,Саминовка,hamlet,54.7234384,51.297944,,саминовка,way/369858867
,Самоновка,hamlet,55.309053,51.4310382,,самоновка,node/779172041
,Самоскаково,locality,55.7726989,52.3657751,,самоскаково,node/11360549609
,санаторий Радуга,locality,55.7116252,52.2472372,,санаторий радуга,node/993273942
,посёлок санатория «Каменка»,hamlet,55.9409631,49.3363282,,санатория каменка,relation/2635826
,Сапеево,village,54.9035359,53.134056,,сапеево,way/87838564
,Сапуголи,village,55.5573675,49.2351034,,сапуголи,relation/19205393
,Сарабикулово,village,54.6592978,51.8983495,,сарабикулово,node/779202553
,Сарай-Чекурча,village,56.0852486,50.0047018,,сарай-чекурча,node/762164288
,Сарайлы,village,55.1467153,52.6396896,,сарайлы,way/190898347
,Сарапала,village,55.2261475,51.9181929,,сарапала,way/61509442
,Сарбаш,hamlet,55.9811892,51.2764523,,сарбаш,way/72747597
Мамадышский район,Сарбаш Пустошь,hamlet,55.9048797,51.1753807,,сарбаш пустошь,relation/1128883
,Сардали,hamlet,56.2917994,52.7878582,,сардали,way/527297785
,Сардаусь,hamlet,56.1042187,50.7112903,,сардаусь,way/284942654
,Сардек,village,56.6096356,50.3226292,,сардек,way/301568179
,Сардек-Баш,village,56.3220667,50.5847025,,сардек-баш,way/284802378
,Сардыган,hamlet,56.3726179,50.3767723,,сардыган,way/783806803
